Fnu_ref,Fnu_filt
nan,0.20303730239846474
nan,0.3220980624777463
nan,0.2514386955261291
0.26002840497757485,0.26500200527242684
0.32065676052897113,0.28248695458701417
0.2917615435395298,0.2886848977001711
0.2539442332012845,0.28358727995296334
0.27113566445333115,0.2760132795863819
nan,0.2661848940528099
nan,0.30372417015349074
nan,0.33046101551519497
nan,0.36967288023637923
nan,0.35449728674070435
nan,0.4000101332036312
nan,0.328822046516607
nan,0.3425456348138538
nan,0.30803145795978526
nan,0.304049605081489
nan,0.48362859427640825
nan,0.38841201957359833
nan,0.4003600161424746
nan,0.36457968063553897
nan,0.4369991630750339
nan,0.4571940541758386
nan,0.3976950166781145
nan,0.34316159560943443
nan,0.3595388958605134
nan,0.2455194910136037
nan,0.23954417934529912
nan,0.29785498468905014
nan,0.2364968051313726
nan,0.22021557589117557
nan,0.28872255548529113
nan,0.3247481416643112
nan,8251.766241355299
nan,0.32316483548453645
nan,1822532216.9466891
nan,0.34374335763734176
nan,0.344407097258574
nan,0.4589830298427156
nan,0.5779368114598242
nan,0.5934733320256331
nan,0.42718372333935756
nan,0.30550590743576467
nan,0.28631509170251473
nan,0.290234252041805
nan,0.26904949345838053
nan,0.2897144539553834
nan,0.2706909629283751
nan,0.29563761755761364
nan,0.3001719308559226
nan,570744222879.3137
nan,1.0351066554354873
nan,0.3109783433066341
nan,13.684842513497918
nan,0.3636817205951613
nan,0.3676652062985794
nan,0.3444778899975324
nan,0.3647599719908383
nan,0.3593256996342877
nan,16901889320.915598
nan,2.0142002116368793
nan,0.3826130413713856
nan,0.3733605839391492
nan,0.40422368080784177
nan,0.34890965940714685
nan,0.33269712661795675
nan,0.9661689484078518
nan,0.32115893753774866
nan,0.29407576181370265
nan,0.2801495512404421
nan,0.26831620725813415
nan,0.29592886808947994
nan,0.2925917826055843
nan,0.24242274439322917
nan,0.263922069732245
nan,0.36056225753990306
nan,0.2849332856807341
nan,0.3021960666379623
nan,1.1182753926706748
nan,3513.8533374795124
nan,0.31587160813028564
nan,0.27231568610927454
nan,0.32050153318404023
nan,0.5657727547793314
nan,1601.8277139771747
nan,3478.2170091713283
nan,0.23241971334678652
nan,0.29559841737446313
nan,0.2207765759637139
nan,0.18239717929805901
nan,0.1773132477484366
nan,0.1926332847414717
nan,0.15527201134438656
nan,0.15102039018199653
nan,0.11802868326773765
nan,0.10210554476917641
nan,0.08874804108629003
nan,0.07475145759600868
nan,0.22297146344264734
nan,0.24073864651942334
nan,0.26097413143760956
0.2803734324078003,0.2647364682121158
0.27524791592194925,0.31417879721438513
0.26742529041299307,0.34690559873202464
0.27279116279693333,3.888429686266124
0.27428119584151317,0.38125246029816545
0.25754300362929944,0.3765208474628694
0.32176833233521135,0.3562300965904956
0.3024634363167509,0.3898972112043147
0.31254679873010005,0.44833733262083875
nan,2767065.5139857717
nan,0.47790615545025894
nan,0.4065496365392435
nan,0.45231918290303996
nan,0.37406308004988953
nan,0.43063467104676884
nan,0.5388395101178353
nan,1.3517647709226595
nan,0.4594480817571664
nan,0.42285191170647096
nan,0.46675506985443876
nan,0.4785825322722848
nan,0.44019127510077233
nan,0.35788698365821886
nan,0.41867083908117037
nan,0.33570679263807907
nan,0.3636431313273473
nan,0.38000931941997035
nan,0.30530731504106445
nan,0.33567479770677666
nan,0.3267343372348571
nan,0.35736724053786795
nan,0.8838496453860093
nan,0.3928247750703575
nan,0.3676883139313324
nan,10.377051364450677
nan,0.5059813134690452
nan,0.40523681316448795
nan,0.4593703175143671
nan,0.4446794720195799
nan,0.3287884203565854
nan,0.3188516494873135
nan,0.3178194604017282
nan,0.3158476909306911
nan,0.30679831571641963
nan,0.36423437256874863
nan,36.125396982761806
nan,0.40858227834846716
nan,2.316943451381984
nan,0.3494976306321395
nan,0.3527111004089717
nan,0.40872008837695195
nan,0.634048472964744
nan,3125298134364.0195
nan,0.4079965864374697
nan,313459634544.61444
nan,0.3665205204546105
nan,0.4412952105764435
nan,0.4054779962204848
nan,1.58475740627469
nan,0.5513508255103299
nan,0.4399945582650003
nan,0.4898779928970747
nan,0.48204550672876856
nan,0.3896908917970885
nan,0.3843420374223733
nan,0.4213294091954761
nan,0.3396710660083775
nan,0.34940090605726676
nan,0.3375208768590047
nan,0.3770942552191002
nan,0.38507993720263084
nan,0.33736919150580463
nan,0.31369695157734967
nan,0.35460753793148875
nan,0.3431500183003062
nan,0.3503336830600999
nan,0.40091534137416285
nan,0.37865693805689554
nan,0.4467336532580056
nan,0.3455470771842793
nan,0.6442314398381527
nan,0.416035278850641
nan,0.3876652438247564
nan,0.34899033711941846
nan,0.26819953922699813
nan,0.3228236384493064
nan,6.240739596422567
nan,0.22875128639735665
nan,0.2715668992661839
nan,0.24999233940122312
nan,0.1913938981768049
nan,22787.017198197595
nan,0.581333320883175
nan,0.09777929343351398
nan,0.11037007810352199
nan,0.09606000279952388
nan,0.3078935803168801
nan,0.2579405131892343
0.28375905383738215,0.288490598257352
0.29297179769520554,0.3243816406674748
0.30026091681783484,0.4074390673464934
0.3252491716378376,0.4548581173071285
0.3331749925128037,0.485540690479354
0.3359993140518433,0.44958141536182644
0.32830968917503955,0.45655634383853044
0.33847780530587257,0.47582070334053467
0.3762400708016864,0.44678958935475527
0.34670459310004953,4.680409488533505e+33
0.3463517731265647,0.4838464819809151
0.3817743116979104,0.5221356929723238
0.42338491382930316,0.4861683982098549
0.44598150557427974,0.49459719310435757
nan,0.4036749681701102
nan,0.5429883349974688
nan,0.6132320943239676
nan,19760031.581691563
nan,0.44922848121166664
nan,0.4505271621400265
nan,0.46248049851169176
nan,0.5025867527408545
nan,0.49891891692725343
nan,0.44023187175674555
nan,0.47446422181077974
nan,0.3828609380369187
nan,10.68332186304554
nan,0.40060671983882173
nan,0.41005308875539864
nan,0.3848969268290223
nan,0.3824163508461856
nan,0.3639606632458973
nan,0.4057375329499327
nan,0.4026065625660923
nan,0.41203444563125324
nan,0.4742205224132084
nan,627.5591329870448
nan,0.3932536146037906
nan,0.4031980699894914
nan,0.4406677836172346
nan,58.12641697036619
nan,0.42348420906449474
nan,0.46966971916996575
nan,0.3917661787489024
nan,1.17129388614095
nan,347177.8156644317
nan,245894624.7381409
nan,0.4934622791567343
nan,0.4183885645654548
nan,0.5128077026355455
nan,0.4638062938192786
nan,0.5330383808565412
nan,0.47353279596057457
nan,0.5676831072362871
nan,0.497884258383214
nan,0.5263813700687636
nan,0.41526518471760443
nan,0.508603352678318
nan,0.520918148973752
nan,0.48600744464674916
nan,0.5214958077397597
nan,0.47332678811355305
nan,0.5178019319480494
nan,0.5239853915863808
nan,0.42380155269101744
nan,0.46456663580205226
nan,0.4988226988376572
nan,0.49621925991043264
nan,0.4471819041612557
nan,0.4693940749321608
nan,0.4783886051684266
nan,0.4789159914692456
nan,0.4195870850451085
nan,0.35640472660295014
nan,0.38652009756806244
nan,0.291553834859881
nan,0.40960964145325734
nan,0.34577175633749224
nan,0.5453471165009539
nan,0.4349607708020422
nan,0.3315806746661328
nan,3.47595434604204e+23
nan,0.3662590421805053
nan,0.3517465477145105
nan,0.3488102116224773
nan,0.32614355456048366
nan,0.3516104819107512
nan,0.3023776995604376
nan,0.28557910896022415
nan,0.5569103575535531
nan,1715073.307011606
nan,0.20254912048874302
nan,0.20403339825310518
nan,0.15697446758486863
nan,0.13511429058033975
nan,0.09146038004832872
nan,0.0747919197332175
nan,0.31222898692282397
nan,0.3108440542962893
0.3005701358720786,0.3327318189362925
0.30501366198414537,0.3626600664868849
0.29244292815107453,0.3608446445633251
0.3366761534340937,25837.956472865117
0.37126142360292946,9557394969995636.0
0.34373849053205496,0.4931832294023731
0.39750021883421355,0.4976291610190243
0.39703528992290155,0.4945840969936928
0.37556186442990724,0.45661670888511624
0.38006123537529723,105.58575608208537
0.39169901661354384,2.7762944238675717
0.3839408203871733,0.4557141541643493
0.4467870233814297,272519.97554248123
0.46505446539407047,0.4672405982017027
0.43284769166689774,0.502603029327708
0.3863613024324995,0.45331068410974523
0.403033367074198,0.6098544838466514
0.39502362633360166,0.4138662534015124
nan,57983.697714763315
nan,0.4420650838792945
nan,0.4281603133975321
nan,0.4234270901826353
nan,0.416125207033813
nan,0.41254065102944487
nan,0.40472612143088466
nan,0.40923623342349186
nan,0.4187788398888769
nan,0.4180795341285772
nan,0.6408053096869281
nan,0.32131934734312273
nan,0.294937006762873
nan,0.32746962463533963
nan,0.3864514286116871
nan,0.428119529311449
nan,0.41699021689577415
nan,18935132.669188656
nan,6.651292433156323e+23
nan,0.4365188861764074
nan,0.40514261713111543
nan,27961.66064618112
nan,5059.9435521661235
nan,1.3944404666703079
nan,0.4408885604499503
nan,0.41480237155973976
